seed,source_q4_seed,draw_index,latent_ids,rank,R_matched,reader_coefficient,reader_cosine,signed_delta_mean_vs_source_A,source_bridge_results_sha256
20260814,20260806,23,"[1064,5115,5909,8617,9450,11740,14121,17270,17954,18061,21566,22248]",12,0.017482156592318,0.0644817770907404,0.182475220365405,0.00203635851542155,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,24,"[875,2418,2907,4083,4295,6815,6846,6886,12097,15096,19192,23688]",12,0.00727542828872491,-0.071579595522807,-0.350546691266183,0.00084745724995931,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,25,"[875,1447,1638,2418,3347,7198,11131,12950,13225,14127,20324,23245]",12,0.079701659599023,0.0239254841231169,0.0424445146057368,0.0092838176091512,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,26,"[875,1638,2619,8055,8271,12325,12950,13225,13888,14542,21498,23245]",12,0.0235336922792425,0.0462399710056546,0.101787748926167,0.00274125417073568,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,27,"[821,2907,8271,10471,12423,12494,14777,16637,17373,18829,21566,23164]",12,0.0332719294721722,-0.0796113187971147,-0.280189273447682,0.00387558460235596,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,28,"[4295,5926,6589,11131,12022,12289,12365,12741,13231,13344,14127,15018]",12,0.073994004274427,0.0927616565795494,0.156375447911996,0.00861897786458333,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,29,"[821,1064,4295,5926,6886,8617,10043,12950,15707,20311,20761,23615]",12,0.022280912144128,0.0544998808837282,0.157017242680514,0.00259532769521077,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,30,"[7195,7796,11744,12365,14121,14260,14388,17701,18716,19014,23139,23784]",12,0.0172873670136409,-6.36789310570226e-05,-0.00033111644163125,0.00201366901397705,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,31,"[1638,5868,8617,9605,11131,12741,12950,14697,15336,15707,21566,23615]",12,0.0246502493415771,0.0379706132846972,0.179820679020449,0.00287131309509277,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,32,"[784,2418,7263,8605,11131,11952,13888,15018,16637,18829,22625,24297]",12,0.439598555803455,0.199149969929249,0.398169524473049,0.0512053680419922,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,33,"[5336,6886,11288,13344,14260,14542,15018,15096,20324,21234,22625,23608]",12,0.0301137865882374,0.17775607117938,0.401009471671121,0.0035077174504598,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,34,"[5868,5909,7698,8617,14127,16637,17270,18716,20073,20761,21566,22185]",12,0.0589289850822977,0.0352265005633652,0.1879997036811,0.0068641726175944,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,35,"[1447,2418,3347,5115,7796,10471,12289,13888,14121,14697,18821,22625]",12,-0.00167194274651914,0.107455136717444,0.188256598937856,-0.000194751421610514,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,36,"[784,875,5909,10428,10892,14127,14542,16664,20324,23139,23615,24201]",12,0.419181114708915,0.105727239714603,0.405823399618362,0.0488271013895671,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,37,"[2418,4083,4224,7198,10471,13344,14127,14542,18716,19014,20761,23784]",12,0.0399539557007971,-0.0322907020424059,-0.12551330655687,0.00465392112731934,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,38,"[2418,4083,8028,9450,10043,12365,13344,17373,17954,19014,19192,23688]",12,0.0146805707445184,-0.0359789338951717,-0.191840972668891,0.00171002388000488,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,39,"[1064,1638,5115,8055,9450,10428,11740,14777,15707,16637,18649,19959]",12,0.0467303951759975,0.0280850756340492,0.0732319932237955,0.00544325510660807,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,40,"[875,1334,2040,5336,8617,10892,11414,14121,14388,14995,18829,23688]",12,0.0276207392457595,0.166606000573996,0.404749769930932,0.0032173220316569,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,41,"[784,1064,6846,9450,11952,12365,14127,14542,14995,15707,22448,22900]",12,0.39937751664042,0.105196818046507,0.339112717608846,0.0465203364690145,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,42,"[5868,5909,6589,8271,11952,14777,16584,18821,19959,21275,23139,24201]",12,0.0536042499087934,0.0519544046897099,0.102472309526499,0.00624393622080485,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,43,"[875,5115,6886,12097,13888,14697,17373,19959,20073,22185,23608,23784]",12,0.0260311880562317,-0.0374680589567512,-0.328041289943915,0.00303216775258382,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,44,"[581,3015,6815,7768,12365,14127,14535,16637,21234,23608,24201,24297]",12,0.0707865874732521,0.0149416869586955,0.0477553992932136,0.0082453711827596,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,45,"[1638,6589,6815,7195,7198,11744,12097,12325,14260,17954,18821,21234]",12,0.0328967599677136,0.0547677056369573,0.13662189928881,0.00383188406626383,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,46,"[1064,1334,4083,9605,10892,11740,11952,12423,13390,20929,23784,24297]",12,0.0345731102122302,-0.0353305101022627,-0.107012207805662,0.00402714888254801,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,47,"[2907,3347,5909,8055,11952,13344,13888,18061,20311,21966,23608,23615]",12,0.0155685928952115,-0.038997978328012,-0.191131961573846,0.00181346257527669,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,48,"[1447,3015,3019,7698,7796,10892,12289,14174,16584,21234,22900,23784]",12,0.0893267755585214,0.140903788853607,0.316518472165171,0.0104049714406331,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,49,"[784,2418,2619,2907,3015,6886,7198,12022,13888,15707,16584,18716]",12,0.413037676548268,0.0136922814224385,0.0349847194369079,0.0481115007400513,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,50,"[581,821,6863,8271,12289,13225,14260,14777,16584,19959,20311,22448]",12,0.0678372208102461,0.0304822413130717,0.0683057980109243,0.0079018227259318,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,51,"[2418,5336,7768,11744,12325,12423,13390,13888,20761,22448,23245,23608]",12,0.0214157189226907,0.0169399017818038,0.0455843147174703,0.00249454816182454,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,52,"[2418,7195,8617,11744,13888,14127,15707,17954,19959,21234,22185,24201]",12,0.0814441086679957,0.0687891239765566,0.274878096903608,0.00948678175608317,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,53,"[1334,1638,2907,6863,7263,11740,12022,14542,14697,14777,20929,23704]",12,0.0483548106298699,-0.0570616974764088,-0.117883181541857,0.00563247044881185,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,54,"[581,2040,3019,10043,11740,11744,12022,13225,14697,22185,23164,23615]",12,0.0375486353076232,0.00535268331603966,0.011297627447264,0.00437374432881673,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,55,"[5909,6589,7195,11288,12097,14121,14260,14535,21234,22448,23245,24297]",12,0.0431469355580673,0.0609737932839487,0.158862826945653,0.0050258461634318,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,56,"[581,3019,7263,8271,12097,12325,14777,16628,19014,23615,23688,23784]",12,0.0665653096776321,0.0167588139047849,0.0704515800509774,0.0077536678314209,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,57,"[1638,6815,7198,7768,8055,9605,11067,11131,11288,12022,17270,24201]",12,0.016051466367761,-0.055395369549753,-0.200737315282769,0.00186970869700114,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,58,"[784,2040,10043,11131,12365,15336,15707,17701,18649,20311,22448,23615]",12,0.39092298029611,0.0361995166162193,0.128098773080151,0.0455355342229207,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,59,"[875,2040,3347,14127,17119,17954,18649,19014,21275,21566,22185,22248]",12,0.0516792785698114,-0.0205142789195701,-0.091668441834236,0.0060197114944458,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,60,"[1638,7195,7768,9450,9605,12325,14995,15018,15336,18821,23139,23615]",12,0.0261455237395757,0.123672542843854,0.29047140263962,0.00304548581441243,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,61,"[1638,4546,7195,8617,11740,14121,14697,20324,20761,21234,21275,24297]",12,0.0424101055987396,0.106688559174064,0.358337263989387,0.00494001865386963,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,62,"[2619,2907,4083,5115,6589,7263,11740,11744,12494,15018,19014,23608]",12,0.0218386613388794,0.0760293737233593,0.162159681784891,0.0025438133875529,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,63,"[2619,3347,5336,7195,12325,13231,14260,14697,17373,20324,21566,23615]",12,0.028651820867055,0.096951009996483,0.177058993087629,0.00333742459615072,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,64,"[821,2907,6815,7768,8906,15018,18821,20311,20324,20929,22900,23688]",12,0.0336897684696272,0.0828413790673314,0.233995698929971,0.00392425537109375,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,65,"[875,1064,5336,5926,6589,12494,14697,14777,17954,18649,20073,22448]",12,0.0397591524766154,0.143186407490258,0.275236457470844,0.00463123003641764,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,66,"[4083,7195,8906,11414,11744,12289,12325,12365,13231,14542,14784,17270]",12,0.0157855700644264,0.075692283629866,0.121079650534987,0.00183873653411865,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,67,"[1334,2040,10892,11288,12022,13225,14542,15707,18061,19192,21966,24201]",12,0.0273319594311506,0.0116918652944253,0.0292237621776261,0.00318368434906006,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,68,"[5909,7698,8271,9605,11744,13390,14127,15018,18061,20761,22900,23608]",12,0.0647184179161764,0.126033597062153,0.426494425407117,0.00753853797912598,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,69,"[1638,4224,6815,11131,11740,16637,18649,19959,21275,21966,22625,23164]",12,0.02825853013244,0.010465806767566,0.0433297591346918,0.00329161326090495,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,70,"[2907,3347,4224,5336,5868,6863,7198,14777,16637,17119,17701,21498]",12,0.0411615009880437,0.0398452902168573,0.0921891671137797,0.00479457855224609,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,71,"[821,1638,2619,2907,3015,7768,11288,11744,12097,16584,18061,18829]",12,0.0150184334393025,-0.021766755776172,-0.0587977442168569,0.00174937884012858,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,72,"[1064,5115,8605,8617,11740,12022,15336,15707,17270,18821,20073,22900]",12,0.038617405812723,0.140816774258258,0.322405162749048,0.0044982369740804,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,73,"[3019,3347,5437,6886,11740,12741,14127,14535,17701,19959,22248,23615]",12,0.0680856372221421,0.0549353156392316,0.185566520314691,0.00793075879414876,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,74,"[4224,6886,7195,7698,8028,11131,11740,12097,12289,14784,17270,21234]",12,0.0513908262473137,0.174897399575784,0.30334669242728,0.00598611195882161,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,75,"[2418,11952,14127,14260,14542,14697,18649,19959,20311,23615,23704,23784]",12,0.0795689161299253,-0.0326296401909731,-0.0649393369792867,0.00926835536956787,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,76,"[2087,7698,12365,14127,16584,17270,19014,20324,21566,21966,22448,22625]",12,0.0556785030684919,0.00117347000607706,0.00532156697390676,0.00648554960886637,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,77,"[581,821,3015,8605,8617,11131,14260,14697,16637,20311,23784,24297]",12,0.0363215223667287,0.116853967294858,0.303348656758831,0.00423080762227376,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,78,"[2619,3019,7796,9605,10043,12950,14127,14697,15096,18829,20073,21498]",12,0.0558447189604614,-8.73840715781101e-05,-0.000225409323954506,0.00650491078694661,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,79,"[3347,6846,7698,7768,8028,13344,14127,14542,17701,18829,23139,23164]",12,0.0500184842005797,-0.00186465380443613,-0.00946455779919021,0.00582625865936279,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,80,"[1334,2040,2087,2619,3019,4224,7195,8055,12494,15096,21566,22625]",12,0.0397735757750155,0.0357853357994552,0.0971421713039028,0.00463291009267171,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,81,"[2040,3019,6846,7195,7698,9605,13231,14777,21498,22185,23245,24297]",12,0.0534824910709276,0.00746660690858496,0.0261325977884001,0.0062297534942627,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,82,"[821,7698,8028,9605,11744,12022,12365,12741,16664,19192,20324,20929]",12,0.0169707367240702,0.125611577246475,0.466471745612806,0.00197678724924723,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,83,"[784,1638,2418,7198,8617,12097,12325,14121,15336,18649,19014,22900]",12,0.421763471879235,0.081919172699464,0.227919469398163,0.0491278998057048,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,84,"[2040,3019,4546,5868,6589,7195,11131,12741,15096,15336,22625,23615]",12,0.0254432305524814,0.0158649871380231,0.0433809358090036,0.0029636812210083,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,85,"[821,1334,5909,7768,8028,11740,12097,12325,14174,14697,18829,21275]",12,0.0328832372726195,0.0533323094316302,0.172768190016072,0.00383030891418457,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,86,"[821,2040,4083,5868,13888,14127,14260,16664,20929,22248,23615,23688]",12,0.0954404255825484,-0.0241448894376706,-0.125064167952513,0.0111171023050944,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,87,"[6589,7195,7796,9605,12022,13231,14697,16584,18053,19192,21566,23784]",12,0.0116707681414801,0.0297494947599923,0.0568447410582073,0.00135943571726481,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,88,"[1064,2087,4224,7198,11740,13344,14121,14697,16637,17270,23608,23784]",12,0.0278377982880022,0.00389804173787071,0.0117513634230583,0.00324260552724202,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,89,"[2040,6589,6815,9605,11288,12494,14260,14542,17701,18061,18821,22448]",12,0.0136033127355351,0.0175619991697272,0.0395609392780918,0.00158454259236654,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,90,"[4083,9605,11131,14121,16628,16637,17954,18061,18829,19959,22900,23784]",12,0.0377130363474761,-0.0423017278819339,-0.211422406842046,0.00439289410909017,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,91,"[581,1334,4083,4295,7698,11288,16637,16664,17954,20311,21275,23784]",12,0.0259645979936087,-0.000372836562859298,-0.00145430014700559,0.00302441120147705,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,92,"[2040,2418,6846,7198,8617,8906,11288,14121,14260,16628,20311,21566]",12,0.0309128400487046,-0.0164429303073186,-0.0482749317398107,0.00360079288482666,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,93,"[3019,4295,5868,11067,12325,12741,14127,16664,18649,19014,20073,22248]",12,0.0651198823080683,0.0477754031299445,0.257007273445675,0.00758530139923096,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,94,"[784,1334,2418,4295,5437,12022,12423,14174,14388,16584,20761,22900]",12,0.40691693086183,-0.0462622904577902,-0.113122037133368,0.0473985433578491,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,95,"[5909,7796,8028,9450,11288,12950,14784,15096,19014,20311,22900,23608]",12,0.0495579893556331,0.0499209837395429,0.0863242546166833,0.00577261924743652,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,96,"[6846,6886,7263,10043,11067,11744,12494,14784,18053,18649,22248,23139]",12,0.0426715944040768,0.0782107395820091,0.121771884871434,0.00497047742207845,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,97,"[875,6846,6863,10428,10892,11288,14260,14542,14697,15336,17373,21566]",12,0.0295559447132184,-0.0353468723550167,-0.123495254558497,0.00344273885091146,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,98,"[821,2907,3347,4295,5909,12289,13390,14697,14777,18829,19192,22185]",12,0.0434499339885068,0.119706529440212,0.345342116505525,0.0050611400604248,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260814,20260806,99,"[2087,2418,5437,7768,9450,12097,13390,14260,14995,17270,18053,22625]",12,0.0379181965096764,0.000449957322581801,0.00214598040014944,0.00441679159800212,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,0,"[1496,2040,5437,10892,11067,12289,14127,14388,16664,21498,24201,24368]",12,0.0819057849006904,0.0851595708587879,0.218300378211822,0.00859569867451986,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,1,"[1064,1801,2918,4546,5336,5397,7698,7796,10088,15213,22448,23164]",12,0.0164814774230614,0.16283139961804,0.293572222716292,0.00172966798146566,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,2,"[1312,3015,5115,8605,10892,12950,14995,16664,17270,17286,18649,22448]",12,0.0275699169709678,0.0316725740871499,0.127585988819978,0.0028933572769165,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,3,"[5336,7198,12644,14260,16503,17119,18821,21354,21498,22900,23784,24201]",12,0.0399887178501249,-0.08135059929468,-0.161313123167677,0.00419666290283203,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,4,"[2907,3015,3701,5078,7768,8028,12647,12950,13231,18829,21275,22625]",12,0.0378562079608644,-0.151222189099942,-0.323589330453614,0.00397286415100098,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,5,"[784,875,4546,6589,8028,8605,12022,13798,15707,17270,18716,21498]",12,0.423455651989507,0.0770819263609278,0.224095205499775,0.0444400501251221,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,6,"[1312,1801,2040,4083,4546,15018,15213,16653,19192,22185,22448,22900]",12,0.0429131985538577,0.0876859952142152,0.430788546150599,0.00450357596079508,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,7,"[1064,10892,14127,14388,15213,16653,16664,17701,18053,20929,21498,22625]",12,0.0565331246249702,0.0757618830938756,0.320823819988588,0.0059329350789388,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
20260815,20260807,8,"[784,1334,7698,7768,8271,8605,13798,16628,17119,19192,19959,20761]",12,0.503286691753694,0.196962921530621,0.44755874902903,0.0528180122375488,9d844605de4d20ec5638bf793d21e8750ea606984d7229531fdc9910aa1e45ef
