seed,status,full_effect_E,target_span_effect_E,R_span,matched_edge_second_largest,matched_count,matched_edge_pass,R_comp,geometric_span,geometric_complement,PCA_span_subject_effect_E,PCA_span_final_effect_E,PCA_span_both_effect_E
20260806,PASS,4.542413891,4.065068514,0.8949137201,0.5134619749,100,true,0.08416313655,0.533272441,0.466727559,0.005237196287,0.00734114329,0.01071147283
20260807,PASS,4.440827579,3.989934953,0.8984665317,0.5495493348,100,true,0.08064591858,0.5430030152,0.4569969848,0.04759338379,0.02285054207,0.06949928443
20260808,PASS,4.375384553,3.897839486,0.8908564352,0.5114210898,100,true,0.08818505587,0.5355694534,0.4644305466,-0.0003197240829,0.01699581305,0.01734712601
20260809,PASS,4.390187761,3.92171299,0.8932904931,0.3056848839,100,true,0.0835647777,0.5253209317,0.4746790683,0.002226602236,0.0002954324087,0.002069516182
20260810,PASS,4.517619815,4.03039879,0.8921509457,0.3880607573,100,true,0.08695392096,0.5303145256,0.4696854744,0.04780037244,0.01433063507,0.06131892045
20260811,PASS,4.37375069,3.931712224,0.8989337762,0.577824118,100,true,0.08076913321,0.5399684361,0.4600315639,0.0141333278,-0.01162422816,0.002214377721
20260812,PASS,4.578632803,4.073973578,0.8897794938,0.4813200161,100,true,0.0859408984,0.5443489808,0.4556510192,0.02945939859,0.01303404013,0.0408193318
20260813,PASS,4.48252183,3.98859944,0.8898114927,0.4774010382,100,true,0.08804348231,0.5420681938,0.4579318062,0.01949100812,-0.002535001437,0.01522156715
